,Warehouse_block,Mode_of_shipment,Customer_care_calls,Customer_rating,Cost_of_the_product_($),Prior_purchases,Prior_purchases_interval,Product_importance,Gender,Discount_offered_($),Discount_interval,Weight_in_gms,Weight_Category,Reached_on_Time_(0/1),Revenue_($)
6174,D,Flight,5,4,157,3,2 - 4,Medium,F,7,4 - 10,4199,Medium,1,150
6175,E,Flight,3,5,189,3,2 - 4,Low,M,5,4 - 10,5422,Large,0,184
6176,A,Flight,3,1,226,2,0 - 2,Medium,F,6,4 - 10,4946,Large,1,220
6177,B,Flight,2,1,220,2,0 - 2,Medium,F,6,4 - 10,4382,Medium,1,214
6178,C,Flight,6,3,275,6,2 - 4,Low,M,4,0 - 4,4875,Large,0,271
6179,E,Flight,3,4,171,3,2 - 4,Medium,F,5,4 - 10,4310,Medium,1,166
6180,D,Flight,4,3,235,3,2 - 4,Low,F,4,0 - 4,5289,Large,1,231
6181,E,Flight,3,4,201,3,2 - 4,High,M,7,4 - 10,4887,Large,1,194
6182,A,Ship,5,5,269,3,2 - 4,Low,F,5,4 - 10,5673,Large,1,264
6183,B,Ship,5,3,182,2,0 - 2,Low,M,4,0 - 4,5579,Large,0,178
6184,C,Ship,5,5,266,5,2 - 4,Low,F,9,4 - 10,4500,Medium,0,257
6185,E,Ship,3,5,157,2,0 - 2,Medium,F,4,0 - 4,5991,Large,0,153
6186,D,Ship,4,1,258,4,2 - 4,High,F,1,0 - 4,5476,Large,0,257
6187,E,Ship,4,2,280,4,2 - 4,Low,M,9,4 - 10,5288,Large,1,271
6188,A,Ship,4,4,154,3,2 - 4,Low,F,7,4 - 10,4106,Medium,1,147
6189,B,Ship,4,4,274,2,0 - 2,Low,F,3,0 - 4,4257,Medium,0,271
6190,C,Ship,4,5,180,2,0 - 2,Medium,F,1,0 - 4,4332,Medium,0,179
6191,E,Ship,3,5,146,3,2 - 4,Medium,F,7,4 - 10,4126,Medium,0,139
6192,D,Ship,3,4,236,3,2 - 4,Medium,M,1,0 - 4,5851,Large,0,235
6193,E,Ship,4,4,133,4,2 - 4,High,F,10,> 10,5296,Large,0,123
6194,A,Ship,5,2,173,4,2 - 4,High,F,9,4 - 10,4307,Medium,0,164
6195,B,Ship,4,3,210,3,2 - 4,Low,M,9,4 - 10,5556,Large,0,201
6196,C,Ship,3,4,238,2,0 - 2,Medium,F,1,0 - 4,4991,Large,1,237
6197,E,Ship,4,2,268,4,2 - 4,Low,F,3,0 - 4,5275,Large,0,265
6198,D,Ship,3,5,175,3,2 - 4,Medium,F,8,4 - 10,5471,Large,1,167
6199,E,Ship,5,2,280,4,2 - 4,Low,M,8,4 - 10,4539,Medium,1,272
6200,A,Ship,4,1,153,2,0 - 2,Low,F,1,0 - 4,4027,Medium,0,152
6201,B,Ship,4,4,251,2,0 - 2,Medium,F,6,4 - 10,4376,Medium,0,245
6202,C,Ship,4,2,252,3,2 - 4,Medium,M,8,4 - 10,4262,Medium,1,244
6203,E,Ship,4,5,201,8,2 - 4,Medium,F,4,0 - 4,5472,Large,1,197
6204,D,Ship,5,4,216,4,2 - 4,Medium,F,8,4 - 10,5878,Large,1,208
6205,E,Ship,3,2,126,10,> 4,Low,M,3,0 - 4,4073,Medium,1,123
6206,A,Ship,3,2,177,4,2 - 4,Low,F,3,0 - 4,4199,Medium,1,174
6207,B,Ship,5,3,145,3,2 - 4,Medium,M,1,0 - 4,5783,Large,1,144
6208,C,Ship,5,3,258,2,0 - 2,Low,F,10,> 10,5371,Large,1,248
6209,E,Ship,4,3,273,10,> 4,Medium,M,6,4 - 10,4251,Medium,1,267
6210,D,Ship,4,1,245,3,2 - 4,Low,F,5,4 - 10,4523,Medium,0,240
6211,E,Ship,5,4,241,2,0 - 2,Medium,F,7,4 - 10,4413,Medium,0,234
6212,A,Ship,4,1,208,3,2 - 4,Low,F,6,4 - 10,5345,Large,1,202
6213,B,Ship,6,5,282,4,2 - 4,Low,M,1,0 - 4,1193,Small,1,281
6214,C,Ship,6,5,295,4,2 - 4,Medium,M,1,0 - 4,1159,Small,0,294
6215,E,Ship,6,5,255,4,2 - 4,Low,F,9,4 - 10,1113,Small,0,246
6216,D,Ship,6,3,292,4,2 - 4,Low,F,8,4 - 10,1434,Small,0,284
6217,E,Ship,6,4,244,4,2 - 4,Low,M,1,0 - 4,1130,Small,1,243
6218,A,Ship,6,4,306,4,2 - 4,Low,F,8,4 - 10,1691,Small,1,298
6219,B,Ship,6,5,258,4,2 - 4,Low,M,5,4 - 10,1966,Small,1,253
6220,C,Ship,4,1,265,6,2 - 4,Low,F,2,0 - 4,1629,Small,1,263
6221,E,Ship,5,1,227,5,2 - 4,Low,M,6,4 - 10,1667,Small,0,221
6222,D,Ship,7,1,276,4,2 - 4,Low,F,9,4 - 10,1519,Small,1,267
6223,E,Ship,6,5,244,4,2 - 4,Medium,F,2,0 - 4,1980,Small,0,242
6224,A,Ship,4,2,217,6,2 - 4,Medium,F,3,0 - 4,1732,Small,1,214
6225,B,Ship,2,5,211,3,2 - 4,Low,M,3,0 - 4,1368,Small,0,208
6226,C,Ship,4,4,227,5,2 - 4,Low,M,8,4 - 10,1982,Small,1,219
6227,E,Ship,5,1,249,4,2 - 4,Medium,M,5,4 - 10,1027,Small,1,244
6228,D,Ship,6,2,269,4,2 - 4,Low,M,6,4 - 10,1073,Small,0,263
6229,E,Ship,6,3,278,4,2 - 4,Medium,M,4,0 - 4,1716,Small,0,274
6230,A,Ship,6,5,282,4,2 - 4,Medium,F,4,0 - 4,1013,Small,0,278
6231,B,Ship,6,1,300,4,2 - 4,Medium,F,2,0 - 4,1790,Small,1,298
6232,C,Ship,3,3,146,3,2 - 4,Medium,F,4,0 - 4,5384,Large,0,142
6233,E,Ship,3,4,236,3,2 - 4,Medium,F,5,4 - 10,5466,Large,0,231
6234,D,Ship,4,4,133,4,2 - 4,High,F,7,4 - 10,5973,Large,1,126
6235,E,Ship,5,4,173,4,2 - 4,High,F,8,4 - 10,5284,Large,1,165
6236,A,Ship,4,2,210,3,2 - 4,Low,F,9,4 - 10,4163,Medium,0,201
6237,B,Ship,3,3,238,2,0 - 2,Medium,F,4,0 - 4,4206,Medium,0,234
6238,C,Ship,4,4,268,4,2 - 4,Low,M,5,4 - 10,5647,Large,0,263
6239,E,Ship,3,4,175,3,2 - 4,Medium,M,10,> 10,4771,Large,1,165
6240,D,Ship,5,4,280,4,2 - 4,Low,M,10,> 10,5156,Large,0,270
6241,E,Ship,4,5,153,2,0 - 2,Low,M,1,0 - 4,4492,Medium,0,152
6242,A,Ship,4,5,251,2,0 - 2,Medium,F,8,4 - 10,5232,Large,0,243
6243,B,Ship,4,2,252,3,2 - 4,Medium,M,2,0 - 4,5769,Large,0,250
6244,C,Ship,4,2,201,8,2 - 4,Medium,F,9,4 - 10,5146,Large,0,192
6245,E,Ship,5,5,216,4,2 - 4,Medium,F,1,0 - 4,4092,Medium,1,215
6246,D,Ship,3,3,126,10,> 4,Low,M,10,> 10,4128,Medium,0,116
6247,E,Ship,3,1,177,4,2 - 4,Low,F,6,4 - 10,5037,Large,1,171
6248,A,Ship,5,2,145,3,2 - 4,Medium,M,2,0 - 4,4836,Large,0,143
6249,B,Ship,5,4,258,2,0 - 2,Low,F,8,4 - 10,4200,Medium,0,250
6250,C,Ship,4,3,273,10,> 4,Medium,F,8,4 - 10,4896,Large,0,265
6251,E,Ship,4,1,245,3,2 - 4,Low,M,2,0 - 4,5835,Large,1,243
6252,D,Ship,5,2,241,2,0 - 2,Medium,M,6,4 - 10,4741,Large,0,235
6253,E,Ship,4,1,208,3,2 - 4,Low,M,4,0 - 4,4530,Medium,1,204
6254,A,Ship,6,1,282,4,2 - 4,Low,M,1,0 - 4,1434,Small,0,281
6255,B,Ship,6,5,295,4,2 - 4,Medium,M,5,4 - 10,1963,Small,1,290
6256,C,Ship,6,4,255,4,2 - 4,Low,M,7,4 - 10,1869,Small,1,248
6257,E,Ship,6,2,292,4,2 - 4,Low,F,2,0 - 4,1565,Small,0,290
6258,D,Ship,6,1,244,4,2 - 4,Low,M,5,4 - 10,1867,Small,0,239
6259,E,Ship,6,3,306,4,2 - 4,Low,M,10,> 10,1372,Small,1,296
6260,A,Ship,6,5,258,4,2 - 4,Low,M,5,4 - 10,1558,Small,0,253
6261,B,Ship,4,1,265,6,2 - 4,Low,F,9,4 - 10,1753,Small,1,256
6262,C,Ship,5,2,227,5,2 - 4,Low,F,3,0 - 4,1242,Small,1,224
6263,E,Ship,7,2,276,4,2 - 4,Low,M,9,4 - 10,1022,Small,1,267
6264,D,Ship,6,4,244,4,2 - 4,Medium,F,1,0 - 4,1179,Small,1,243
6265,E,Ship,4,4,217,6,2 - 4,Medium,M,9,4 - 10,1974,Small,0,208
6266,A,Ship,2,1,211,3,2 - 4,Low,M,6,4 - 10,1760,Small,1,205
6267,B,Ship,4,5,227,5,2 - 4,Low,F,2,0 - 4,1804,Small,1,225
6268,C,Ship,5,5,249,4,2 - 4,Medium,M,2,0 - 4,1727,Small,1,247
6269,E,Ship,7,4,302,5,2 - 4,Medium,M,7,4 - 10,1503,Small,1,295
6270,D,Ship,6,4,293,6,2 - 4,Low,F,7,4 - 10,1117,Small,1,286
6271,E,Ship,5,5,232,3,2 - 4,Low,M,4,0 - 4,1716,Small,1,228
6272,A,Ship,6,5,279,4,2 - 4,Low,M,7,4 - 10,1447,Small,0,272
6273,B,Ship,6,5,251,4,2 - 4,Low,F,8,4 - 10,1038,Small,0,243
6274,C,Ship,6,5,300,5,2 - 4,Low,M,1,0 - 4,1188,Small,0,299
6275,E,Road,7,5,133,5,2 - 4,Low,F,3,0 - 4,1544,Small,1,130
6276,D,Road,6,5,283,4,2 - 4,Low,M,2,0 - 4,1136,Small,1,281
6277,E,Road,7,5,296,4,2 - 4,Low,M,8,4 - 10,1686,Small,1,288
6278,A,Road,6,3,261,4,2 - 4,Medium,F,8,4 - 10,1397,Small,1,253
6279,B,Road,6,1,286,4,2 - 4,Low,F,3,0 - 4,1747,Small,1,283
6280,C,Road,6,3,298,4,2 - 4,Low,F,1,0 - 4,1657,Small,0,297
6281,E,Road,6,4,287,4,2 - 4,Medium,F,9,4 - 10,1936,Small,1,278
6282,D,Road,6,2,251,4,2 - 4,Medium,F,9,4 - 10,1322,Small,1,242
6283,E,Road,5,1,231,5,2 - 4,Low,M,10,> 10,1418,Small,0,221
6284,A,Road,5,2,249,5,2 - 4,Medium,M,6,4 - 10,1298,Small,0,243
6285,B,Road,5,3,244,5,2 - 4,Low,F,3,0 - 4,1174,Small,0,241
6286,C,Road,7,2,264,4,2 - 4,Medium,M,6,4 - 10,1688,Small,0,258
6287,E,Road,5,2,254,5,2 - 4,Medium,M,6,4 - 10,1002,Small,0,248
6288,D,Road,4,5,264,6,2 - 4,Low,M,6,4 - 10,1637,Small,0,258
6289,E,Road,6,5,309,4,2 - 4,Low,M,6,4 - 10,1463,Small,1,303
6290,A,Road,5,5,298,4,2 - 4,Low,M,8,4 - 10,1631,Small,0,290
6291,B,Road,5,5,265,5,2 - 4,Medium,F,8,4 - 10,1867,Small,0,257
6292,C,Road,6,1,246,4,2 - 4,Medium,M,4,0 - 4,1504,Small,1,242
6293,E,Road,5,2,222,5,2 - 4,Low,F,1,0 - 4,1672,Small,0,221
6294,D,Road,7,5,250,4,2 - 4,Low,F,2,0 - 4,1296,Small,0,248
6295,E,Road,4,3,240,5,2 - 4,Medium,F,5,4 - 10,1301,Small,0,235
6296,A,Road,4,3,246,6,2 - 4,Low,F,10,> 10,1176,Small,0,236
6297,B,Flight,6,1,293,5,2 - 4,Medium,F,7,4 - 10,1052,Small,0,286
6298,C,Flight,6,5,253,4,2 - 4,Medium,M,1,0 - 4,1977,Small,0,252
6299,E,Flight,5,5,258,5,2 - 4,Medium,M,7,4 - 10,1819,Small,0,251
6300,D,Flight,6,4,258,4,2 - 4,Low,F,2,0 - 4,1051,Small,1,256
6301,E,Flight,5,3,245,5,2 - 4,Medium,M,3,0 - 4,1851,Small,0,242
6302,A,Flight,7,2,307,4,2 - 4,Medium,M,2,0 - 4,1073,Small,0,305
6303,B,Flight,6,5,301,4,2 - 4,Low,F,3,0 - 4,1958,Small,0,298
6304,C,Flight,6,5,252,4,2 - 4,Low,F,2,0 - 4,1249,Small,0,250
6305,E,Flight,5,1,272,6,2 - 4,Medium,F,2,0 - 4,1681,Small,1,270
6306,D,Flight,5,3,221,5,2 - 4,Low,F,2,0 - 4,1630,Small,1,219
6307,E,Flight,5,3,247,5,2 - 4,Low,M,10,> 10,1699,Small,1,237
6308,A,Flight,7,5,260,4,2 - 4,Low,F,3,0 - 4,1930,Small,1,257
6309,B,Flight,5,5,251,6,2 - 4,Medium,M,4,0 - 4,1077,Small,0,247
6310,C,Flight,5,2,227,5,2 - 4,Medium,M,9,4 - 10,1917,Small,0,218
6311,E,Flight,6,5,269,4,2 - 4,Low,M,9,4 - 10,1826,Small,0,260
6312,D,Flight,6,2,161,4,2 - 4,Low,M,10,> 10,1683,Small,0,151
6313,E,Flight,4,4,256,5,2 - 4,Low,M,9,4 - 10,1622,Small,1,247
6314,A,Flight,5,1,303,5,2 - 4,Medium,F,9,4 - 10,1203,Small,0,294
6315,B,Flight,5,3,257,5,2 - 4,Medium,F,7,4 - 10,1565,Small,1,250
6316,C,Flight,7,3,310,4,2 - 4,Medium,F,8,4 - 10,1497,Small,0,302
6317,E,Flight,5,3,238,5,2 - 4,Medium,M,2,0 - 4,1150,Small,1,236
6318,D,Flight,6,3,191,6,2 - 4,Medium,F,2,0 - 4,4471,Medium,0,189
6319,E,Ship,4,3,252,3,2 - 4,Medium,F,7,4 - 10,4852,Large,0,245
6320,A,Ship,5,5,228,3,2 - 4,Medium,F,8,4 - 10,4731,Medium,1,220
6321,B,Ship,4,3,208,2,0 - 2,Medium,F,4,0 - 4,4767,Large,1,204
6322,C,Ship,3,3,176,3,2 - 4,Low,F,1,0 - 4,5168,Large,0,175
6323,E,Ship,3,1,233,3,2 - 4,Low,F,7,4 - 10,4874,Large,0,226
6324,D,Ship,5,5,104,4,2 - 4,Low,M,2,0 - 4,5235,Large,0,102
6325,E,Ship,3,4,237,3,2 - 4,Low,M,1,0 - 4,5980,Large,0,236
6326,A,Ship,2,5,252,3,2 - 4,Medium,M,7,4 - 10,5281,Large,0,245
6327,B,Ship,5,2,135,3,2 - 4,Medium,M,9,4 - 10,5173,Large,0,126
6328,C,Ship,5,5,137,2,0 - 2,Low,M,8,4 - 10,5111,Large,1,129
6329,E,Ship,4,3,228,3,2 - 4,Medium,F,1,0 - 4,5129,Large,1,227
6330,D,Ship,4,3,236,4,2 - 4,Medium,M,1,0 - 4,5783,Large,1,235
6331,E,Ship,3,4,239,4,2 - 4,Medium,F,8,4 - 10,4537,Medium,0,231
6332,A,Ship,2,2,199,3,2 - 4,Low,M,1,0 - 4,4697,Medium,1,198
6333,B,Ship,3,4,269,2,0 - 2,Medium,M,2,0 - 4,4177,Medium,0,267
6334,C,Ship,2,2,226,3,2 - 4,Low,M,5,4 - 10,5875,Large,0,221
6335,E,Ship,3,1,264,3,2 - 4,Low,F,5,4 - 10,5043,Large,0,259
6336,D,Ship,5,4,264,3,2 - 4,Medium,M,10,> 10,4025,Medium,1,254
6337,E,Ship,4,3,186,3,2 - 4,Low,M,2,0 - 4,4437,Medium,1,184
6338,A,Ship,3,5,154,3,2 - 4,High,F,2,0 - 4,4219,Medium,0,152
6339,B,Ship,3,1,239,2,0 - 2,Medium,F,2,0 - 4,5757,Large,1,237
6340,C,Ship,3,5,139,2,0 - 2,Low,F,7,4 - 10,4449,Medium,1,132
6341,E,Ship,5,4,138,2,0 - 2,Medium,F,8,4 - 10,5885,Large,1,130
6342,D,Ship,3,1,286,4,2 - 4,Medium,M,4,0 - 4,5106,Large,0,282
6343,E,Ship,4,3,275,5,2 - 4,Low,M,2,0 - 4,4622,Medium,1,273
6344,A,Ship,4,5,195,2,0 - 2,Low,M,2,0 - 4,4008,Medium,1,193
6345,B,Ship,3,4,267,3,2 - 4,High,M,8,4 - 10,5337,Large,1,259
6346,C,Ship,4,3,223,3,2 - 4,Medium,F,7,4 - 10,5935,Large,0,216
6347,E,Ship,4,4,198,2,0 - 2,Low,M,6,4 - 10,5520,Large,0,192
6348,D,Ship,6,5,250,2,0 - 2,Low,F,7,4 - 10,4724,Medium,0,243
6349,E,Ship,3,3,237,4,2 - 4,Low,F,8,4 - 10,5761,Large,0,229
6350,A,Ship,5,4,193,3,2 - 4,Medium,M,4,0 - 4,5873,Large,0,189
6351,B,Ship,5,2,216,4,2 - 4,Medium,F,9,4 - 10,5804,Large,0,207
6352,C,Ship,3,2,253,2,0 - 2,Medium,F,2,0 - 4,4567,Medium,0,251
6353,E,Ship,3,1,132,3,2 - 4,Low,F,2,0 - 4,4785,Large,0,130
6354,D,Ship,5,4,140,4,2 - 4,Low,M,3,0 - 4,4018,Medium,0,137
6355,E,Ship,2,4,114,4,2 - 4,Low,M,9,4 - 10,4452,Medium,1,105
6356,A,Ship,3,5,238,6,2 - 4,Medium,M,8,4 - 10,5620,Large,0,230
6357,B,Ship,3,1,210,2,0 - 2,Low,M,9,4 - 10,5932,Large,0,201
6358,C,Ship,4,4,272,4,2 - 4,Medium,M,4,0 - 4,4363,Medium,1,268
6359,E,Ship,4,5,184,3,2 - 4,Medium,F,9,4 - 10,5594,Large,0,175
6360,D,Ship,4,1,168,2,0 - 2,Low,M,3,0 - 4,4665,Medium,1,165
6361,E,Ship,4,2,231,5,2 - 4,Low,M,7,4 - 10,4718,Medium,0,224
6362,A,Ship,4,1,143,2,0 - 2,Medium,F,5,4 - 10,4057,Medium,0,138
6363,B,Ship,4,2,182,3,2 - 4,Medium,M,9,4 - 10,5735,Large,0,173
6364,C,Ship,2,4,221,3,2 - 4,Low,F,3,0 - 4,4076,Medium,0,218
6365,E,Ship,6,1,225,6,2 - 4,Low,M,8,4 - 10,5714,Large,1,217
6366,D,Ship,3,5,227,3,2 - 4,High,M,9,4 - 10,4892,Large,1,218
6367,E,Ship,3,1,266,3,2 - 4,Low,M,5,4 - 10,5154,Large,0,261
6368,A,Ship,4,2,247,4,2 - 4,High,F,9,4 - 10,4588,Medium,1,238
6369,B,Ship,3,2,154,3,2 - 4,Medium,M,1,0 - 4,5322,Large,1,153
6370,C,Ship,5,3,179,3,2 - 4,Low,F,3,0 - 4,4131,Medium,0,176
6371,E,Ship,3,3,249,2,0 - 2,Medium,M,9,4 - 10,4034,Medium,1,240
6372,D,Ship,3,5,156,4,2 - 4,Low,M,5,4 - 10,4661,Medium,1,151
6373,E,Ship,3,5,206,3,2 - 4,Low,F,6,4 - 10,4620,Medium,1,200
6374,A,Ship,4,1,245,3,2 - 4,Medium,F,5,4 - 10,4173,Medium,0,240
6375,B,Ship,4,5,197,2,0 - 2,Low,M,3,0 - 4,4379,Medium,1,194
6376,C,Ship,3,4,188,4,2 - 4,Medium,M,5,4 - 10,5216,Large,1,183
6377,E,Ship,3,3,237,2,0 - 2,Low,F,2,0 - 4,4263,Medium,1,235
6378,D,Ship,4,4,174,2,0 - 2,Medium,F,2,0 - 4,5892,Large,0,172
6379,E,Ship,5,3,266,3,2 - 4,Low,M,4,0 - 4,4969,Large,1,262
6380,A,Ship,3,3,151,3,2 - 4,Low,M,7,4 - 10,4611,Medium,0,144
6381,B,Ship,4,3,271,2,0 - 2,Medium,M,9,4 - 10,4967,Large,1,262
6382,C,Ship,4,1,214,2,0 - 2,Low,F,10,> 10,4447,Medium,0,204
6383,E,Ship,6,5,261,5,2 - 4,Low,M,1,0 - 4,5442,Large,0,260
6384,D,Ship,3,1,166,2,0 - 2,High,F,6,4 - 10,5905,Large,1,160
6385,E,Ship,3,4,269,2,0 - 2,Low,F,8,4 - 10,5294,Large,1,261
6386,A,Ship,3,2,167,3,2 - 4,Medium,M,5,4 - 10,5995,Large,1,162
6387,B,Ship,4,1,200,2,0 - 2,Medium,F,5,4 - 10,5249,Large,0,195
6388,C,Ship,4,4,159,3,2 - 4,Low,F,1,0 - 4,4194,Medium,1,158
6389,E,Ship,4,2,197,2,0 - 2,Low,F,1,0 - 4,4977,Large,0,196
6390,D,Ship,4,5,219,2,0 - 2,High,M,4,0 - 4,4069,Medium,1,215
6391,E,Ship,3,2,239,3,2 - 4,Low,F,10,> 10,4486,Medium,0,229
6392,A,Ship,3,1,146,2,0 - 2,Medium,F,8,4 - 10,5375,Large,0,138
6393,B,Ship,5,1,173,2,0 - 2,Low,F,4,0 - 4,4242,Medium,1,169
6394,C,Ship,4,3,220,3,2 - 4,Low,F,6,4 - 10,4894,Large,1,214
6395,E,Ship,3,5,185,3,2 - 4,Medium,M,5,4 - 10,4317,Medium,1,180
6396,D,Ship,4,2,170,2,0 - 2,Medium,M,5,4 - 10,4996,Large,1,165
6397,E,Ship,4,3,250,3,2 - 4,High,F,4,0 - 4,5272,Large,1,246
6398,A,Ship,3,4,145,3,2 - 4,Low,F,7,4 - 10,4079,Medium,1,138
6399,B,Ship,3,2,211,4,2 - 4,High,M,1,0 - 4,5831,Large,1,210
6400,C,Ship,5,5,249,3,2 - 4,Low,M,1,0 - 4,4274,Medium,0,248
6401,E,Ship,3,3,237,2,0 - 2,Medium,M,8,4 - 10,5516,Large,0,229
6402,D,Ship,4,5,144,2,0 - 2,Medium,M,8,4 - 10,5478,Large,0,136
6403,E,Ship,4,4,171,3,2 - 4,Low,M,6,4 - 10,4343,Medium,1,165
6404,A,Ship,3,1,203,3,2 - 4,Medium,F,4,0 - 4,4965,Large,0,199
6405,B,Ship,5,1,137,4,2 - 4,High,F,1,0 - 4,4042,Medium,0,136
6406,C,Ship,4,2,212,3,2 - 4,Medium,M,3,0 - 4,5427,Large,1,209
6407,E,Ship,3,3,209,3,2 - 4,High,F,2,0 - 4,4036,Medium,1,207
6408,D,Ship,3,4,223,3,2 - 4,Low,F,7,4 - 10,5336,Large,1,216
6409,E,Ship,3,2,164,2,0 - 2,Medium,F,7,4 - 10,4150,Medium,0,157
6410,A,Ship,3,3,220,3,2 - 4,High,F,6,4 - 10,5269,Large,1,214
6411,B,Ship,3,4,216,3,2 - 4,Medium,M,3,0 - 4,5651,Large,0,213
6412,C,Road,3,2,215,2,0 - 2,Medium,M,7,4 - 10,5988,Large,1,208
6413,E,Road,4,2,146,3,2 - 4,Low,F,4,0 - 4,5659,Large,0,142
6414,D,Road,5,2,168,2,0 - 2,Low,F,10,> 10,5225,Large,1,158
6415,E,Road,4,4,218,6,2 - 4,Medium,M,8,4 - 10,5101,Large,1,210
6416,A,Road,4,3,143,4,2 - 4,Medium,F,2,0 - 4,4919,Large,0,141
6417,B,Road,3,1,233,3,2 - 4,Medium,M,7,4 - 10,5331,Large,0,226
6418,C,Road,4,1,195,3,2 - 4,Low,M,2,0 - 4,4418,Medium,0,193
6419,E,Road,4,2,206,2,0 - 2,Medium,M,5,4 - 10,4635,Medium,0,201
6420,D,Road,4,5,181,3,2 - 4,Medium,M,1,0 - 4,5310,Large,0,180
6421,E,Road,4,2,150,4,2 - 4,Low,F,1,0 - 4,5922,Large,1,149
6422,A,Road,3,5,258,4,2 - 4,Low,F,3,0 - 4,4212,Medium,1,255
6423,B,Road,4,3,149,4,2 - 4,Medium,M,1,0 - 4,4678,Medium,0,148
6424,C,Road,5,1,163,3,2 - 4,Low,M,4,0 - 4,4200,Medium,0,159
6425,E,Road,3,3,259,2,0 - 2,High,M,8,4 - 10,4481,Medium,0,251
6426,D,Road,5,1,187,2,0 - 2,Low,F,7,4 - 10,4792,Large,0,180
6427,E,Road,3,5,172,3,2 - 4,Medium,M,1,0 - 4,5024,Large,1,171
6428,A,Road,3,5,139,2,0 - 2,Low,M,2,0 - 4,5839,Large,0,137
6429,B,Road,5,1,203,3,2 - 4,Low,F,2,0 - 4,4162,Medium,1,201
6430,C,Road,3,3,150,4,2 - 4,Medium,F,1,0 - 4,4662,Medium,0,149
6431,E,Road,3,1,201,6,2 - 4,Medium,M,10,> 10,5077,Large,1,191
6432,D,Road,3,4,194,2,0 - 2,Medium,M,7,4 - 10,5553,Large,0,187
6433,E,Road,3,4,159,3,2 - 4,High,M,4,0 - 4,4756,Large,1,155
6434,A,Flight,4,2,238,2,0 - 2,Medium,F,9,4 - 10,4937,Large,0,229
6435,B,Flight,3,5,189,2,0 - 2,Low,M,8,4 - 10,4567,Medium,0,181
6436,C,Flight,2,1,173,2,0 - 2,High,M,1,0 - 4,4135,Medium,1,172
6437,E,Flight,4,1,171,4,2 - 4,Medium,M,2,0 - 4,5082,Large,0,169
6438,D,Flight,5,3,154,2,0 - 2,Low,M,3,0 - 4,5440,Large,1,151
6439,E,Flight,4,1,173,3,2 - 4,Low,F,4,0 - 4,4634,Medium,0,169
6440,A,Flight,3,4,186,6,2 - 4,Low,F,8,4 - 10,4134,Medium,0,178
6441,B,Flight,4,1,224,3,2 - 4,Low,M,9,4 - 10,5546,Large,1,215
6442,C,Flight,4,3,186,3,2 - 4,Medium,F,9,4 - 10,5131,Large,1,177
6443,E,Flight,4,4,196,3,2 - 4,Low,M,5,4 - 10,5514,Large,0,191
6444,D,Flight,2,2,149,3,2 - 4,Low,F,4,0 - 4,4819,Large,1,145
6445,E,Flight,4,3,224,2,0 - 2,Medium,M,8,4 - 10,5961,Large,1,216
6446,A,Flight,3,1,154,2,0 - 2,Low,F,10,> 10,5594,Large,1,144
6447,B,Flight,3,3,170,4,2 - 4,Low,M,3,0 - 4,4049,Medium,0,167
6448,C,Flight,3,4,150,2,0 - 2,Low,F,6,4 - 10,5987,Large,0,144
6449,E,Flight,5,2,240,3,2 - 4,Low,M,7,4 - 10,4744,Large,1,233
6450,D,Flight,3,3,139,2,0 - 2,Medium,F,4,0 - 4,5958,Large,1,135
6451,E,Flight,3,3,251,3,2 - 4,Medium,M,2,0 - 4,5972,Large,0,249
6452,A,Flight,4,4,237,3,2 - 4,Medium,M,4,0 - 4,4747,Large,1,233
6453,B,Flight,3,2,227,3,2 - 4,Low,F,4,0 - 4,4450,Medium,0,223
6454,C,Flight,5,5,131,5,2 - 4,Low,F,1,0 - 4,5299,Large,1,130
6455,E,Flight,5,2,161,3,2 - 4,Low,M,8,4 - 10,5804,Large,1,153
6456,D,Ship,3,5,195,3,2 - 4,Medium,F,9,4 - 10,4224,Medium,0,186
6457,E,Ship,2,3,266,2,0 - 2,Low,M,1,0 - 4,5356,Large,0,265
6458,A,Ship,3,2,198,2,0 - 2,Low,M,9,4 - 10,4250,Medium,1,189
6459,B,Ship,4,3,200,4,2 - 4,Low,F,10,> 10,4291,Medium,1,190
6460,C,Ship,6,1,196,4,2 - 4,Medium,F,2,0 - 4,5844,Large,0,194
6461,E,Ship,2,1,285,5,2 - 4,Low,M,4,0 - 4,5759,Large,0,281
6462,D,Ship,4,2,265,2,0 - 2,Low,M,2,0 - 4,5649,Large,0,263
6463,E,Ship,3,2,131,5,2 - 4,Low,F,8,4 - 10,5084,Large,0,123
6464,A,Ship,5,4,216,3,2 - 4,Medium,F,2,0 - 4,5404,Large,1,214
6465,B,Ship,4,1,253,4,2 - 4,Low,F,1,0 - 4,5621,Large,0,252
6466,C,Ship,5,3,230,4,2 - 4,Medium,M,4,0 - 4,5278,Large,1,226
6467,E,Ship,4,1,173,4,2 - 4,Medium,F,1,0 - 4,4684,Medium,0,172
6468,D,Ship,3,5,206,2,0 - 2,Low,F,4,0 - 4,4080,Medium,0,202
6469,E,Ship,5,3,189,5,2 - 4,Low,M,7,4 - 10,4869,Large,0,182
6470,A,Ship,3,5,270,3,2 - 4,High,M,1,0 - 4,4078,Medium,1,269
6471,B,Ship,4,4,266,3,2 - 4,Low,M,3,0 - 4,5531,Large,1,263
6472,C,Ship,3,5,270,3,2 - 4,Medium,M,7,4 - 10,5477,Large,1,263
